enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,city_development_index_cat
23222,city_103,0.92,,No relevent experience,no_enrollment,Masters,STEM,15,,,>4,109,1.0,6
17421,city_111,0.698,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,9,0.0,3
4308,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,25,0.0,6
19684,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,6,100-500,Pvt Ltd,>4,52,0.0,6
4775,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,68,0.0,6
15034,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,44,0.0,6
2521,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,114,1.0,6
5730,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,3,37,0.0,5
7279,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,>4,89,1.0,6
24537,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,4,334,0.0,6
24361,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,109,0.0,6
8821,city_127,0.745,Female,Has relevent experience,no_enrollment,Masters,STEM,15,,,>4,132,0.0,4
28783,city_145,0.555,Male,No relevent experience,no_enrollment,Masters,Other,>20,,,>4,158,1.0,2
23728,city_104,0.924,Male,Has relevent experience,Part time course,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,77,0.0,6
3887,city_103,0.92,Female,Has relevent experience,no_enrollment,Phd,STEM,13,5000-9999,Pvt Ltd,1,11,0.0,6
23797,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,5,10/49,Early Stage Startup,1,21,0.0,6
1244,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,1,72,0.0,6
23062,city_104,0.924,,No relevent experience,Full time course,Graduate,STEM,7,1000-4999,Public Sector,never,19,0.0,6
22100,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,9,100-500,Pvt Ltd,2,156,0.0,6
10257,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,160,0.0,6
32939,city_145,0.555,Male,Has relevent experience,no_enrollment,High School,,6,,,>4,85,0.0,2
26673,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Pvt Ltd,1,12,0.0,6
11788,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,52,1.0,6
20649,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,69,0.0,6
14833,city_114,0.926,Male,No relevent experience,Full time course,Graduate,No Major,5,,,,28,0.0,6
10892,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,8,50-99,NGO,3,28,0.0,6
22959,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,102,1.0,3
33077,city_102,0.804,Female,Has relevent experience,Full time course,Masters,STEM,10,1000-4999,Pvt Ltd,>4,62,1.0,5
15687,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Funded Startup,1,330,0.0,5
19042,city_16,0.91,,Has relevent experience,no_enrollment,Masters,STEM,15,,,1,14,0.0,6
13067,city_114,0.926,,No relevent experience,Full time course,Graduate,STEM,5,1000-4999,Pvt Ltd,,7,1.0,6
5706,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,Pvt Ltd,1,196,0.0,3
22503,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3,,,,72,0.0,3
19959,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,3,14,0.0,6
25080,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,320,0.0,6
7744,city_45,0.89,Male,Has relevent experience,Part time course,Graduate,STEM,7,50-99,Early Stage Startup,1,31,0.0,5
5382,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,45,0.0,5
19676,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,87,1.0,3
13653,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,4,92,0.0,3
30527,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,1,139,0.0,6
31060,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,58,1.0,6
25281,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,2,0.0,6
22654,city_138,0.836,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,8,0.0,5
4888,city_67,0.855,Female,Has relevent experience,no_enrollment,Graduate,Other,3,100-500,Pvt Ltd,1,42,0.0,5
2392,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Other,10,,,>4,116,0.0,6
11685,city_21,0.624,,No relevent experience,Full time course,High School,,2,,,1,40,0.0,3
16301,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,2,19,0.0,5
9172,city_114,0.926,Male,Has relevent experience,no_enrollment,,,>20,50-99,Pvt Ltd,3,18,0.0,6
6936,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,3,10/49,Pvt Ltd,1,36,0.0,3
6015,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,54,0.0,6
717,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,>4,41,1.0,6
23818,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,3,48,0.0,5
22761,city_136,0.897,,No relevent experience,no_enrollment,Phd,STEM,15,5000-9999,Public Sector,3,111,1.0,5
33314,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,28,0.0,6
24313,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,4,,Public Sector,1,66,1.0,3
25643,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,1,96,0.0,3
25822,city_10,0.895,Other,No relevent experience,Full time course,Graduate,STEM,5,,,1,20,1.0,5
16384,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,2,14,0.0,5
4486,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,56,1.0,3
7354,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,8,0.0,6
25869,city_90,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,6,<10,Pvt Ltd,1,47,0.0,3
29934,city_98,0.949,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,1,23,0.0,6
33357,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,18,0.0,6
2688,city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,4,,,never,7,1.0,4
18549,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,3,176,1.0,5
4395,city_120,0.78,Male,No relevent experience,no_enrollment,Masters,Humanities,6,500-999,Public Sector,>4,20,0.0,4
4855,city_102,0.804,Male,No relevent experience,no_enrollment,Primary School,,6,,Pvt Ltd,never,9,0.0,5
13399,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,Business Degree,19,10000+,Pvt Ltd,>4,174,1.0,3
25226,city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,16,1000-4999,,1,174,0.0,5
3324,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,>20,,Public Sector,>4,96,0.0,6
13906,city_114,0.926,,No relevent experience,Full time course,Graduate,STEM,9,1000-4999,NGO,2,101,0.0,6
19695,city_54,0.856,Male,No relevent experience,no_enrollment,Phd,STEM,17,,,1,50,0.0,5
8683,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,62,0.0,6
10649,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10/49,,1,41,1.0,3
25261,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,4,112,0.0,6
32355,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Early Stage Startup,1,98,0.0,5
17009,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,43,0.0,6
18485,city_27,0.848,Male,No relevent experience,Full time course,High School,,2,<10,Pvt Ltd,never,43,0.0,5
5930,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,2,102,0.0,4
26270,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,500-999,Funded Startup,3,127,1.0,6
8416,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Other,15,,,2,57,0.0,6
20033,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,1,25,1.0,6
5565,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,Pvt Ltd,>4,168,1.0,3
28030,city_74,0.579,Male,No relevent experience,Part time course,Graduate,Business Degree,1,,,1,104,1.0,2
81,city_97,0.925,Male,No relevent experience,Full time course,Primary School,,5,,Pvt Ltd,never,46,0.0,6
3244,city_82,0.693,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,4,116,0.0,3
1735,city_149,0.6890000000000001,,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Funded Startup,1,63,0.0,3
14153,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,,never,13,0.0,5
5975,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,7,1.0,2
861,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,262,0.0,6
118,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,111,0.0,5
3350,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,never,7,1.0,6
28418,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,33,0.0,6
12888,city_141,0.763,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,never,76,1.0,4
30446,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,10000+,Pvt Ltd,1,53,0.0,6
19724,city_73,0.754,Male,No relevent experience,no_enrollment,Graduate,STEM,13,,,1,18,1.0,4
16978,city_16,0.91,,Has relevent experience,no_enrollment,,,11,1000-4999,Pvt Ltd,2,74,0.0,6
9407,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,7,50-99,Pvt Ltd,>4,110,0.0,6
27112,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,24,1.0,6
8200,city_36,0.893,Male,No relevent experience,no_enrollment,Masters,STEM,4,100-500,NGO,1,88,0.0,5
24450,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,No Major,14,1000-4999,Pvt Ltd,1,96,0.0,5
3846,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,16,50-99,Funded Startup,1,70,0.0,6
365,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,16,0.0,6
1862,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Early Stage Startup,1,122,0.0,3
8909,city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,Other,>20,,,>4,178,0.0,5
30677,city_114,0.926,,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,1,41,0.0,6
7433,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,2,198,0.0,6
8930,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,>4,30,0.0,6
13612,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,109,1.0,3
26094,city_114,0.926,,No relevent experience,Full time course,Graduate,STEM,8,,,never,9,0.0,6
22043,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,7,,,1,48,0.0,5
30997,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,,>4,80,0.0,6
33099,city_36,0.893,Other,Has relevent experience,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,4,11,0.0,5
33057,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,29,1.0,6
26048,city_103,0.92,Male,No relevent experience,Full time course,High School,,6,,,1,73,0.0,6
16979,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,1,39,0.0,6
26006,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,5,0.0,6
28199,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,4,124,0.0,6
7396,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,49,0.0,6
17739,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,Pvt Ltd,1,22,0.0,3
21893,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,1,26,0.0,5
13073,city_136,0.897,Male,No relevent experience,Part time course,Graduate,STEM,4,1000-4999,,1,37,0.0,5
28969,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,64,0.0,6
22534,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,2,62,0.0,6
25903,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,100-500,Pvt Ltd,1,79,0.0,6
3126,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,1,13,0.0,6
15217,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,,,never,44,1.0,6
23341,city_74,0.579,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,67,0.0,2
22433,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,>4,96,0.0,3
5098,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,21,0.0,6
23268,city_41,0.8270000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,17,50-99,Pvt Ltd,4,100,1.0,5
33332,city_12,0.64,,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Funded Startup,2,176,0.0,3
27911,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,168,0.0,6
6069,city_116,0.743,,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,>4,112,0.0,4
29481,city_67,0.855,Male,No relevent experience,no_enrollment,,,7,,,1,80,1.0,5
21364,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,110,1.0,3
23825,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,102,0.0,3
15357,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,5,,,2,25,0.0,6
18445,city_114,0.926,,Has relevent experience,no_enrollment,High School,,7,10/49,Pvt Ltd,>4,111,0.0,6
18199,city_94,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,,1,9,0.0,3
26330,city_21,0.624,Male,Has relevent experience,no_enrollment,,,12,,,1,40,1.0,3
15796,city_71,0.884,Female,Has relevent experience,no_enrollment,Masters,STEM,3,,,2,322,1.0,5
17465,city_10,0.895,Female,No relevent experience,Full time course,Graduate,STEM,7,,NGO,1,21,1.0,5
14389,city_149,0.6890000000000001,,Has relevent experience,,Graduate,STEM,6,<10,Pvt Ltd,2,25,0.0,3
744,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1,80,0.0,3
1954,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,218,0.0,6
10032,city_98,0.949,Male,No relevent experience,no_enrollment,Masters,Business Degree,16,10000+,Pvt Ltd,>4,23,1.0,6
16223,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,Other,13,50-99,Pvt Ltd,4,136,0.0,3
671,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,20,0.0,6
21874,city_21,0.624,Male,No relevent experience,Full time course,High School,,1,,,never,30,1.0,3
3174,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Other,2,324,0.0,6
30988,city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,28,0.0,4
5860,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Funded Startup,3,30,0.0,5
32439,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,2,10/49,Pvt Ltd,2,4,0.0,6
21382,city_102,0.804,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,3,92,0.0,5
19495,city_104,0.924,,No relevent experience,Full time course,,,2,<10,Early Stage Startup,never,84,0.0,6
19427,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,1,48,0.0,3
12985,city_67,0.855,Other,No relevent experience,no_enrollment,Primary School,,1,,,never,17,1.0,5
1935,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,40,0.0,6
15131,city_114,0.926,Male,No relevent experience,Full time course,High School,,<1,,,never,38,0.0,6
8948,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Public Sector,1,19,0.0,3
12859,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,5,50-99,Funded Startup,1,129,0.0,6
31125,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,3,10000+,Pvt Ltd,1,22,0.0,6
10783,city_101,0.5579999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Early Stage Startup,1,74,0.0,2
9336,city_165,0.903,,No relevent experience,Full time course,High School,,2,50-99,NGO,1,18,0.0,6
3489,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,2,43,0.0,6
15410,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,1,170,0.0,6
9721,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,1000-4999,NGO,>4,50,1.0,6
27364,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Funded Startup,1,21,0.0,3
26972,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,,1,34,0.0,6
29415,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,8,0.0,6
12875,city_152,0.698,Male,No relevent experience,Full time course,Masters,STEM,3,,NGO,2,57,1.0,3
23195,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,10,10000+,Pvt Ltd,>4,124,0.0,6
8868,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,5000-9999,Pvt Ltd,>4,9,0.0,3
4419,city_65,0.802,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,48,1.0,5
17590,city_114,0.926,Male,Has relevent experience,Full time course,High School,,2,50-99,Pvt Ltd,1,148,0.0,6
29573,city_10,0.895,Male,No relevent experience,Full time course,Masters,Humanities,1,,,1,13,1.0,5
32989,city_103,0.92,Male,No relevent experience,Full time course,Graduate,Humanities,3,1000-4999,NGO,1,19,0.0,6
25550,city_111,0.698,Male,No relevent experience,no_enrollment,High School,,8,<10,Pvt Ltd,>4,20,0.0,3
31189,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Public Sector,1,42,1.0,2
29993,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,56,1.0,6
29150,city_114,0.926,Female,No relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,never,104,0.0,6
2053,city_67,0.855,Female,No relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,>4,51,0.0,5
16323,city_138,0.836,,No relevent experience,Full time course,Masters,STEM,4,,,1,15,1.0,5
5104,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,,1,16,1.0,6
29836,city_123,0.738,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,18,0.0,4
9281,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,4,50-99,Pvt Ltd,1,85,1.0,6
25204,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,86,0.0,3
3498,city_41,0.8270000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,>20,100-500,Pvt Ltd,>4,72,0.0,5
1434,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,53,0.0,6
26060,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,4,,,1,24,1.0,3
24091,city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Public Sector,>4,66,1.0,4
23916,city_98,0.949,,No relevent experience,no_enrollment,Graduate,STEM,10,,,1,268,1.0,6
29172,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,15,1000-4999,Pvt Ltd,2,94,0.0,6
26853,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,<10,NGO,1,72,1.0,3
3625,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,50-99,Pvt Ltd,1,30,0.0,6
10532,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,4,<10,Pvt Ltd,1,32,1.0,3
17238,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,24,0.0,5
13724,city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,9,50-99,Public Sector,2,2,0.0,6
5154,city_160,0.92,Other,No relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,2,29,0.0,6
10757,city_114,0.926,Male,No relevent experience,Full time course,High School,,6,100-500,Public Sector,1,160,0.0,6
1845,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,21,0.0,6
7806,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,,,>4,23,0.0,3
33299,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,149,0.0,6
5117,city_160,0.92,Male,No relevent experience,Part time course,Graduate,STEM,5,,Pvt Ltd,never,13,0.0,6
3124,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,No Major,2,<10,Pvt Ltd,1,91,0.0,6
22851,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,56,0.0,6
25088,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,7,1.0,3
31967,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Early Stage Startup,never,102,0.0,3
11851,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,,,2,26,0.0,4
13715,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,9,10000+,,1,24,0.0,6
22347,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,19,5000-9999,Pvt Ltd,1,44,0.0,6
4767,city_114,0.926,Male,No relevent experience,,High School,,3,,,1,22,0.0,6
20780,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,3,34,0.0,6
14957,city_103,0.92,,No relevent experience,,,,2,,,never,68,0.0,6
4886,city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,1,174,0.0,4
35,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,1,15,0.0,6
16696,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Early Stage Startup,2,9,0.0,6
2524,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,5,<10,,1,20,1.0,3
16519,city_90,0.698,,No relevent experience,Part time course,Graduate,STEM,4,,,1,39,0.0,3
25944,city_104,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,20,0.0,6
5057,city_160,0.92,,Has relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,,24,0.0,6
