enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
32905,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,10,,,>4,81,1.0
6646,city_136,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,1,26,0.0
22080,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,<10,Funded Startup,1,139,0.0
18318,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,11,1.0
21452,city_146,0.735,,No relevent experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,2,43,0.0
10942,city_48,0.493,,No relevent experience,Part time course,Graduate,STEM,<1,,,1,92,1.0
11549,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,2,17,0.0
5293,city_19,0.682,Male,No relevent experience,Full time course,Graduate,STEM,6,,,never,151,1.0
18572,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,98,0.0
22915,city_144,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,102,0.0
17226,city_21,0.624,Male,No relevent experience,no_enrollment,,,1,,,never,31,0.0
18399,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,1,96,0.0
17299,city_83,0.923,Male,No relevent experience,no_enrollment,Masters,STEM,3,1000-4999,Public Sector,1,46,1.0
15800,city_114,0.926,,Has relevent experience,Full time course,Graduate,STEM,3,,,1,54,0.0
2735,city_100,0.887,,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Funded Startup,1,154,0.0
27355,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,6,,,2,18,0.0
77,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,78,1.0
5210,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,12,0.0
10679,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,1,17,0.0
21042,city_103,0.92,,Has relevent experience,Full time course,Graduate,STEM,,50-99,Funded Startup,>4,24,0.0
28537,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,9,100-500,Pvt Ltd,4,68,0.0
20774,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,3,149,0.0
19819,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,29,0.0
23036,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Funded Startup,2,103,0.0
495,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,15,5000-9999,Pvt Ltd,1,31,0.0
993,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,2,58,0.0
23681,city_103,0.92,Male,No relevent experience,Full time course,High School,,5,50-99,NGO,1,3,0.0
21164,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,10,,,never,52,0.0
1311,city_67,0.855,,No relevent experience,Full time course,Graduate,STEM,3,,,1,78,1.0
17604,city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,7,<10,Pvt Ltd,1,25,0.0
5794,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,12,0.0
32942,city_24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,9,0.0
27229,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Funded Startup,2,262,0.0
9016,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Early Stage Startup,never,85,0.0
18878,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,18,0.0
28646,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,18,1.0
1951,city_74,0.579,Male,No relevent experience,no_enrollment,Masters,STEM,5,50-99,NGO,1,89,1.0
25358,city_11,0.55,Male,No relevent experience,Full time course,High School,,5,,,never,153,0.0
31114,city_162,0.767,,No relevent experience,,High School,,5,,,1,32,1.0
13886,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,10/49,Early Stage Startup,1,30,0.0
20208,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,57,0.0
18147,city_23,0.899,Male,Has relevent experience,no_enrollment,High School,,7,100-500,Pvt Ltd,never,30,0.0
33054,city_103,0.92,Male,No relevent experience,Full time course,High School,,2,,,1,9,0.0
26662,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,18,0.0
19124,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Other,>4,161,0.0
31151,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,14,0.0
24413,city_21,0.624,Male,No relevent experience,Full time course,High School,,8,,,never,46,1.0
4101,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,41,0.0
12080,city_102,0.804,,No relevent experience,Full time course,Graduate,STEM,7,,,never,11,1.0
24153,city_158,0.7659999999999999,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,3,40,0.0
24192,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,2,16,0.0
13615,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,,4,1.0
15001,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,11,0.0
28454,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,33,0.0
9949,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,>4,35,0.0
21761,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Public Sector,1,73,0.0
15696,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,92,0.0
16308,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,,5000-9999,Pvt Ltd,,216,0.0
7918,city_90,0.698,,Has relevent experience,,Graduate,STEM,3,50-99,Pvt Ltd,never,52,0.0
24312,city_48,0.493,Male,Has relevent experience,no_enrollment,High School,,4,,,1,105,1.0
5671,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Early Stage Startup,2,38,0.0
10528,city_149,0.6890000000000001,Male,No relevent experience,Full time course,Graduate,STEM,2,100-500,,1,39,0.0
27247,city_28,0.939,Male,Has relevent experience,no_enrollment,High School,,6,10/49,Pvt Ltd,1,134,0.0
26506,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,,1,22,1.0
31127,city_97,0.925,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,228,0.0
32588,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,216,1.0
23071,city_1,0.847,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,67,0.0
30239,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Funded Startup,1,84,0.0
12708,city_74,0.579,Male,Has relevent experience,no_enrollment,,,5,,,1,4,1.0
6820,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Public Sector,2,7,0.0
2692,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,122,0.0
4006,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,,never,53,1.0
20743,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,23,1.0
3706,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,19,,,1,28,1.0
18725,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,Pvt Ltd,1,156,0.0
23131,city_173,0.878,Male,Has relevent experience,Full time course,Graduate,STEM,10,,,4,53,1.0
20869,city_71,0.884,Other,Has relevent experience,no_enrollment,Graduate,Arts,<1,,,1,8,1.0
5697,city_61,0.913,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,,1,9,0.0
30176,city_91,0.691,Male,Has relevent experience,Full time course,Graduate,STEM,9,500-999,Pvt Ltd,2,96,0.0
23306,city_21,0.624,Male,No relevent experience,Full time course,High School,,7,,,never,17,1.0
27777,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,,82,1.0
1855,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,,,,172,1.0
8828,city_62,0.645,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,1,96,0.0
31071,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,2,31,0.0
13637,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,never,122,0.0
19339,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,1,67,1.0
10824,city_21,0.624,Male,No relevent experience,no_enrollment,Primary School,,<1,,,never,132,0.0
10336,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,No Major,17,,,1,112,0.0
33219,city_103,0.92,,No relevent experience,Part time course,Graduate,Business Degree,6,10/49,Pvt Ltd,2,48,0.0
21156,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,1,78,1.0
535,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,73,0.0
11746,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,3,23,1.0
5214,city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Funded Startup,1,45,0.0
24333,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,>4,85,1.0
3298,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,184,0.0
18269,city_143,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,3,0.0
1797,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Public Sector,1,216,1.0
11163,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,NGO,2,158,0.0
30404,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,50,1.0
24161,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,never,52,1.0
14059,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,66,0.0
11510,city_116,0.743,,Has relevent experience,no_enrollment,,,7,10000+,,,18,0.0
31860,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,NGO,2,25,0.0
13291,city_74,0.579,,Has relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Pvt Ltd,1,49,1.0
2564,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,2,12,0.0
33077,city_102,0.804,Female,Has relevent experience,Full time course,Masters,STEM,10,1000-4999,Pvt Ltd,>4,62,1.0
6132,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,No Major,17,500-999,Pvt Ltd,1,32,0.0
10820,city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,5,,,1,31,0.0
10764,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,2,188,0.0
14303,city_114,0.926,,Has relevent experience,Part time course,Graduate,STEM,11,,,4,61,1.0
6065,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,,2,6,1.0
26976,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Other,>4,31,0.0
30960,city_162,0.767,,Has relevent experience,,Graduate,STEM,6,5000-9999,Pvt Ltd,1,77,0.0
11697,city_115,0.789,Female,No relevent experience,no_enrollment,Graduate,STEM,17,,,>4,40,0.0
19482,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,24,1.0
2339,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,17,,,1,43,0.0
5614,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,28,1.0
10786,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,18,5000-9999,Other,>4,52,0.0
32010,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,11,10000+,Pvt Ltd,4,36,1.0
2739,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,>4,105,0.0
25432,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,6,,,1,3,1.0
18014,city_162,0.767,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,never,2,0.0
30522,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,76,0.0
2544,city_67,0.855,Other,No relevent experience,no_enrollment,Graduate,Business Degree,18,1000-4999,Pvt Ltd,>4,48,0.0
13326,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,,1,15,0.0
433,city_152,0.698,Male,No relevent experience,Full time course,Graduate,STEM,5,,Pvt Ltd,never,12,1.0
32999,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,2,328,1.0
24148,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,8,100-500,Pvt Ltd,1,52,1.0
22761,city_136,0.897,,No relevent experience,no_enrollment,Phd,STEM,15,5000-9999,Public Sector,3,111,1.0
15143,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Public Sector,1,18,0.0
21137,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,,,>4,110,0.0
6618,city_21,0.624,,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,4,34,1.0
8025,city_45,0.89,,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,1,46,0.0
6325,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,9,1000-4999,Pvt Ltd,1,102,0.0
12910,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,NGO,1,34,0.0
20483,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,never,26,1.0
15811,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,156,0.0
4310,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,3,4,0.0
